fold,condition,class_id,class_name,precision,recall,f1,support
10,white_noise_snr_0db,0,air_conditioner,0.20408163265306123,1.0,0.3389830508474576,20
10,white_noise_snr_0db,1,car_horn,1.0,0.45,0.6206896551724138,20
10,white_noise_snr_0db,2,children_playing,0.42857142857142855,0.6,0.5,20
10,white_noise_snr_0db,3,dog_bark,0.4,0.2,0.26666666666666666,20
10,white_noise_snr_0db,4,drilling,0.29411764705882354,0.25,0.2702702702702703,20
10,white_noise_snr_0db,5,engine_idling,0.0,0.0,0.0,20
10,white_noise_snr_0db,6,gun_shot,0.8,0.4,0.5333333333333333,20
10,white_noise_snr_0db,7,jackhammer,1.0,0.85,0.918918918918919,20
10,white_noise_snr_0db,8,siren,1.0,0.45,0.6206896551724138,20
10,white_noise_snr_0db,9,street_music,0.0,0.0,0.0,20
