fold,condition,class_id,class_name,precision,recall,f1,support
10,white_noise_snr_20db,0,air_conditioner,0.4722222222222222,0.85,0.6071428571428571,20
10,white_noise_snr_20db,1,car_horn,1.0,0.9,0.9473684210526315,20
10,white_noise_snr_20db,2,children_playing,0.7727272727272727,0.85,0.8095238095238095,20
10,white_noise_snr_20db,3,dog_bark,0.75,0.75,0.75,20
10,white_noise_snr_20db,4,drilling,0.7142857142857143,0.25,0.37037037037037035,20
10,white_noise_snr_20db,5,engine_idling,0.8,1.0,0.8888888888888888,20
10,white_noise_snr_20db,6,gun_shot,1.0,0.55,0.7096774193548387,20
10,white_noise_snr_20db,7,jackhammer,1.0,1.0,1.0,20
10,white_noise_snr_20db,8,siren,0.9047619047619048,0.95,0.926829268292683,20
10,white_noise_snr_20db,9,street_music,0.95,0.95,0.95,20
