fold,condition,class_id,class_name,precision,recall,f1,support
10,bandlimit_8khz_roundtrip,0,air_conditioner,0.07692307692307693,0.05,0.06060606060606061,20
10,bandlimit_8khz_roundtrip,1,car_horn,0.8095238095238095,0.85,0.8292682926829268,20
10,bandlimit_8khz_roundtrip,2,children_playing,0.5277777777777778,0.95,0.6785714285714286,20
10,bandlimit_8khz_roundtrip,3,dog_bark,0.8888888888888888,0.8,0.8421052631578947,20
10,bandlimit_8khz_roundtrip,4,drilling,0.6,0.15,0.24,20
10,bandlimit_8khz_roundtrip,5,engine_idling,0.8695652173913043,1.0,0.9302325581395349,20
10,bandlimit_8khz_roundtrip,6,gun_shot,1.0,0.95,0.9743589743589743,20
10,bandlimit_8khz_roundtrip,7,jackhammer,0.8,1.0,0.8888888888888888,20
10,bandlimit_8khz_roundtrip,8,siren,1.0,0.95,0.9743589743589743,20
10,bandlimit_8khz_roundtrip,9,street_music,0.8571428571428571,0.9,0.8780487804878049,20
