split,level,class_id,precision,recall,f1,support
validation,segment,0,0.5336898395721925,0.7128571428571429,0.6103975535168196,700
validation,segment,1,0.5730337078651685,0.6891891891891891,0.6257668711656442,74
validation,segment,2,0.8553008595988538,0.8614718614718615,0.8583752695902228,693
validation,segment,3,0.9136960600375235,0.8454861111111112,0.8782687105500451,576
validation,segment,4,0.7438118811881188,0.8748180494905385,0.8040133779264214,687
validation,segment,5,0.7569060773480663,0.7486338797814208,0.7527472527472527,732
validation,segment,6,0.9857142857142858,0.9583333333333334,0.971830985915493,144
validation,segment,7,0.5245901639344263,0.21238938053097345,0.30236220472440944,452
validation,segment,8,0.8571428571428571,0.650887573964497,0.7399103139013453,507
validation,segment,9,0.8025974025974026,0.8828571428571429,0.8408163265306122,700
validation,clip,0,0.5507246376811594,0.76,0.6386554621848739,100
validation,clip,1,0.75,0.75,0.75,20
validation,clip,2,0.8878504672897196,0.95,0.9178743961352657,100
validation,clip,3,0.963855421686747,0.8791208791208791,0.9195402298850575,91
validation,clip,4,0.7364341085271318,0.9595959595959596,0.8333333333333334,99
validation,clip,5,0.8041237113402062,0.7358490566037735,0.7684729064039408,106
validation,clip,6,1.0,1.0,1.0,38
validation,clip,7,0.75,0.23684210526315788,0.36,76
validation,clip,8,0.8852459016393442,0.7397260273972602,0.8059701492537313,73
validation,clip,9,0.8679245283018868,0.92,0.8932038834951457,100
test,segment,0,0.42402826855123676,0.34285714285714286,0.3791469194312796,700
test,segment,1,0.7340425531914894,0.8846153846153846,0.8023255813953488,78
test,segment,2,0.7690322580645161,0.861271676300578,0.8125426039536469,692
test,segment,3,0.7373540856031129,0.7625754527162978,0.7497527200791295,497
test,segment,4,0.7378497790868925,0.8213114754098361,0.7773467804499612,610
test,segment,5,0.678391959798995,0.540720961281709,0.6017830609212481,749
test,segment,6,0.9818181818181818,0.9818181818181818,0.9818181818181818,55
test,segment,7,0.6213333333333333,0.4894957983193277,0.5475910693301997,476
test,segment,8,0.8618677042801557,0.865234375,0.8635477582846004,512
test,segment,9,0.6566666666666666,0.8442857142857143,0.73875,700
test,clip,0,0.42857142857142855,0.36,0.391304347826087,100
test,clip,1,1.0,0.8125,0.896551724137931,16
test,clip,2,0.8067226890756303,0.96,0.8767123287671232,100
test,clip,3,0.8478260869565217,0.896551724137931,0.8715083798882681,87
test,clip,4,0.8207547169811321,0.8969072164948454,0.8571428571428571,97
test,clip,5,0.7529411764705882,0.5981308411214953,0.6666666666666666,107
test,clip,6,1.0,1.0,1.0,29
test,clip,7,0.7555555555555555,0.5,0.6017699115044248,68
test,clip,8,0.9295774647887324,0.8918918918918919,0.9103448275862069,74
test,clip,9,0.6791044776119403,0.91,0.7777777777777778,100
