epoch,loss,segment_accuracy,val_loss,val_segment_accuracy,validation_clip_macro_f1,improved
1,0.9192970395088196,0.6948368549346924,0.835379958152771,0.7534300088882446,0.8160674984909179,True
2,0.572853147983551,0.7980996966362,0.8473054766654968,0.7508820295333862,0.8134254868208833,False
3,0.49805065989494324,0.8195178508758545,0.8384593725204468,0.7604860663414001,0.8353217490074399,True
4,0.46716001629829407,0.8338497877120972,0.8590987920761108,0.758526086807251,0.829208799231975,False
5,0.4333794116973877,0.8430778384208679,0.8590568900108337,0.7581340670585632,0.8338655466149743,False
6,0.4024825096130371,0.8541970252990723,0.8725426197052002,0.7614660859107971,0.8384042579711493,True
7,0.38389840722084045,0.85980224609375,0.8592155575752258,0.7593100666999817,0.8382531977685177,False
8,0.3662697374820709,0.8656808137893677,0.8958256244659424,0.7593100666999817,0.8452064858978382,True
9,0.3528642952442169,0.8698732852935791,0.9432026147842407,0.7528420090675354,0.8318375222494179,False
10,0.3368028700351715,0.8779621124267578,0.9585478901863098,0.7510780096054077,0.8347041613548635,False
11,0.3249530494213104,0.8803545236587524,0.9657473564147949,0.7404939532279968,0.8321711968645438,False
12,0.3105103075504303,0.8861191868782043,1.0090223550796509,0.7418659329414368,0.8325915464731736,False
13,0.30372846126556396,0.8867799639701843,1.0253965854644775,0.7344178557395935,0.8131928125865565,False
