fold,condition,class_id,class_name,precision,recall,f1,support
1,white_noise_snr_0db,0,air_conditioner,0.21951219512195122,0.9,0.35294117647058826,20
1,white_noise_snr_0db,1,car_horn,1.0,0.47058823529411764,0.64,17
1,white_noise_snr_0db,2,children_playing,0.8260869565217391,0.95,0.8837209302325582,20
1,white_noise_snr_0db,3,dog_bark,0.4,0.8,0.5333333333333333,20
1,white_noise_snr_0db,4,drilling,0.375,0.75,0.5,20
1,white_noise_snr_0db,5,engine_idling,0.0,0.0,0.0,20
1,white_noise_snr_0db,6,gun_shot,0.0,0.0,0.0,20
1,white_noise_snr_0db,7,jackhammer,0.0,0.0,0.0,20
1,white_noise_snr_0db,8,siren,0.0,0.0,0.0,20
1,white_noise_snr_0db,9,street_music,0.0,0.0,0.0,20
