fold,condition,class_id,class_name,precision,recall,f1,support
1,clean,0,air_conditioner,0.7307692307692307,0.95,0.8260869565217391,20
1,clean,1,car_horn,1.0,1.0,1.0,17
1,clean,2,children_playing,0.9090909090909091,1.0,0.9523809523809523,20
1,clean,3,dog_bark,0.8695652173913043,1.0,0.9302325581395349,20
1,clean,4,drilling,1.0,0.6,0.75,20
1,clean,5,engine_idling,0.4090909090909091,0.45,0.42857142857142855,20
1,clean,6,gun_shot,1.0,1.0,1.0,20
1,clean,7,jackhammer,0.47058823529411764,0.4,0.43243243243243246,20
1,clean,8,siren,0.85,0.85,0.85,20
1,clean,9,street_music,0.9444444444444444,0.85,0.8947368421052632,20
