fold,condition,class_id,class_name,precision,recall,f1,support
1,white_noise_snr_10db,0,air_conditioner,0.37037037037037035,1.0,0.5405405405405406,20
1,white_noise_snr_10db,1,car_horn,1.0,1.0,1.0,17
1,white_noise_snr_10db,2,children_playing,0.9090909090909091,1.0,0.9523809523809523,20
1,white_noise_snr_10db,3,dog_bark,0.42857142857142855,0.9,0.5806451612903226,20
1,white_noise_snr_10db,4,drilling,0.7142857142857143,0.75,0.7317073170731707,20
1,white_noise_snr_10db,5,engine_idling,0.0,0.0,0.0,20
1,white_noise_snr_10db,6,gun_shot,1.0,0.1,0.18181818181818182,20
1,white_noise_snr_10db,7,jackhammer,1.0,0.1,0.18181818181818182,20
1,white_noise_snr_10db,8,siren,1.0,0.6,0.75,20
1,white_noise_snr_10db,9,street_music,1.0,0.35,0.5185185185185185,20
