fold,condition,class_id,class_name,precision,recall,f1,support
7,white_noise_snr_0db,0,air_conditioner,0.15217391304347827,0.7,0.25,20
7,white_noise_snr_0db,1,car_horn,0.75,0.15,0.25,20
7,white_noise_snr_0db,2,children_playing,0.5,0.35,0.4117647058823529,20
7,white_noise_snr_0db,3,dog_bark,1.0,0.6,0.75,20
7,white_noise_snr_0db,4,drilling,0.3064516129032258,0.95,0.4634146341463415,20
7,white_noise_snr_0db,5,engine_idling,0.3333333333333333,0.05,0.08695652173913043,20
7,white_noise_snr_0db,6,gun_shot,0.0,0.0,0.0,20
7,white_noise_snr_0db,7,jackhammer,1.0,0.4,0.5714285714285714,20
7,white_noise_snr_0db,8,siren,1.0,0.25,0.4,20
7,white_noise_snr_0db,9,street_music,0.0,0.0,0.0,20
