fold,condition,class_id,class_name,precision,recall,f1,support
7,bandlimit_8khz_roundtrip,0,air_conditioner,0.8,1.0,0.8888888888888888,20
7,bandlimit_8khz_roundtrip,1,car_horn,0.9411764705882353,0.8,0.8648648648648649,20
7,bandlimit_8khz_roundtrip,2,children_playing,0.95,0.95,0.95,20
7,bandlimit_8khz_roundtrip,3,dog_bark,1.0,0.85,0.918918918918919,20
7,bandlimit_8khz_roundtrip,4,drilling,1.0,1.0,1.0,20
7,bandlimit_8khz_roundtrip,5,engine_idling,0.6666666666666666,0.5,0.5714285714285714,20
7,bandlimit_8khz_roundtrip,6,gun_shot,1.0,1.0,1.0,20
7,bandlimit_8khz_roundtrip,7,jackhammer,0.5263157894736842,0.5,0.5128205128205128,20
7,bandlimit_8khz_roundtrip,8,siren,0.8,0.8,0.8,20
7,bandlimit_8khz_roundtrip,9,street_music,0.7407407407407407,1.0,0.851063829787234,20
