fold,condition,class_id,class_name,precision,recall,f1,support
7,white_noise_snr_10db,0,air_conditioner,0.2702702702702703,1.0,0.425531914893617,20
7,white_noise_snr_10db,1,car_horn,0.8461538461538461,0.55,0.6666666666666666,20
7,white_noise_snr_10db,2,children_playing,0.5714285714285714,0.6,0.5853658536585366,20
7,white_noise_snr_10db,3,dog_bark,0.9285714285714286,0.65,0.7647058823529411,20
7,white_noise_snr_10db,4,drilling,0.7407407407407407,1.0,0.851063829787234,20
7,white_noise_snr_10db,5,engine_idling,0.75,0.45,0.5625,20
7,white_noise_snr_10db,6,gun_shot,1.0,0.4,0.5714285714285714,20
7,white_noise_snr_10db,7,jackhammer,1.0,0.5,0.6666666666666666,20
7,white_noise_snr_10db,8,siren,0.8571428571428571,0.6,0.7058823529411765,20
7,white_noise_snr_10db,9,street_music,1.0,0.35,0.5185185185185185,20
