split,level,class_id,precision,recall,f1,support
validation,segment,0,0.7211538461538461,0.42857142857142855,0.5376344086021505,700
validation,segment,1,0.6470588235294118,0.6962025316455697,0.6707317073170732,79
validation,segment,2,0.7,0.6537356321839081,0.6760772659732541,696
validation,segment,3,0.772635814889336,0.7456310679611651,0.758893280632411,515
validation,segment,4,0.6269315673289183,0.9435215946843853,0.753315649867374,602
validation,segment,5,0.6916932907348243,0.7556719022687609,0.7222685571309424,573
validation,segment,6,0.8222222222222222,0.9487179487179487,0.8809523809523809,39
validation,segment,7,0.5915032679738562,0.3851063829787234,0.46649484536082475,470
validation,segment,8,0.8245614035087719,0.8483754512635379,0.8362989323843416,554
validation,segment,9,0.7182587666263603,0.8485714285714285,0.7779960707269156,700
validation,clip,0,0.8103448275862069,0.47,0.5949367088607594,100
validation,clip,1,0.9285714285714286,0.8666666666666667,0.896551724137931,15
validation,clip,2,0.7978723404255319,0.75,0.7731958762886598,100
validation,clip,3,0.8717948717948718,0.8,0.8343558282208589,85
validation,clip,4,0.6643835616438356,0.9797979797979798,0.7918367346938775,99
validation,clip,5,0.7346938775510204,0.8470588235294118,0.7868852459016393,85
validation,clip,6,1.0,1.0,1.0,16
validation,clip,7,0.6666666666666666,0.37333333333333335,0.47863247863247865,75
validation,clip,8,0.8554216867469879,0.8875,0.8711656441717791,80
validation,clip,9,0.7301587301587301,0.92,0.8141592920353983,100
test,segment,0,0.5465367965367965,0.7214285714285714,0.6219211822660099,700
test,segment,1,0.5581395348837209,0.6486486486486487,0.6,74
test,segment,2,0.875,0.8383838383838383,0.8563006632277081,693
test,segment,3,0.9274809160305344,0.84375,0.8836363636363637,576
test,segment,4,0.745679012345679,0.8791848617176128,0.8069472277889111,687
test,segment,5,0.7656458055925432,0.7855191256830601,0.7754551584625758,732
test,segment,6,0.986013986013986,0.9791666666666666,0.9825783972125436,144
test,segment,7,0.4595959595959596,0.2013274336283186,0.28,452
test,segment,8,0.8775,0.6923076923076923,0.7739801543550165,507
test,segment,9,0.8130718954248366,0.8885714285714286,0.8491467576791809,700
test,clip,0,0.562962962962963,0.76,0.6468085106382979,100
test,clip,1,0.75,0.75,0.75,20
test,clip,2,0.9108910891089109,0.92,0.9154228855721394,100
test,clip,3,1.0,0.9010989010989011,0.9479768786127167,91
test,clip,4,0.7384615384615385,0.9696969696969697,0.8384279475982532,99
test,clip,5,0.822429906542056,0.8301886792452831,0.8262910798122066,106
test,clip,6,1.0,1.0,1.0,38
test,clip,7,0.6190476190476191,0.17105263157894737,0.26804123711340205,76
test,clip,8,0.8656716417910447,0.7945205479452054,0.8285714285714286,73
test,clip,9,0.9019607843137255,0.92,0.9108910891089109,100
