split,level,class_id,precision,recall,f1,support
validation,segment,0,0.47943722943722944,0.6355810616929699,0.5465761875385564,697
validation,segment,1,0.42990654205607476,0.323943661971831,0.36947791164658633,142
validation,segment,2,0.7977099236641222,0.902158273381295,0.8467251856853477,695
validation,segment,3,0.841796875,0.9016736401673641,0.8707070707070707,478
validation,segment,4,0.7202797202797203,0.8,0.7580496780128795,515
validation,segment,5,0.589041095890411,0.5568345323741007,0.5724852071005917,695
validation,segment,6,1.0,0.8611111111111112,0.9253731343283582,72
validation,segment,7,0.5734870317002881,0.2696476964769648,0.36682027649769583,738
validation,segment,8,0.90311986863711,0.8634222919937206,0.8828250401284109,637
validation,segment,9,0.725094577553594,0.8214285714285714,0.7702612190221031,700
validation,clip,0,0.45695364238410596,0.69,0.549800796812749,100
validation,clip,1,0.6,0.32142857142857145,0.4186046511627907,28
validation,clip,2,0.8909090909090909,0.98,0.9333333333333333,100
validation,clip,3,0.9285714285714286,0.9629629629629629,0.9454545454545454,81
validation,clip,4,0.7857142857142857,0.8048780487804879,0.7951807228915663,82
validation,clip,5,0.6136363636363636,0.54,0.574468085106383,100
validation,clip,6,1.0,1.0,1.0,22
validation,clip,7,0.6779661016949152,0.3418803418803419,0.45454545454545453,117
validation,clip,8,0.9647058823529412,0.9010989010989011,0.9318181818181818,91
validation,clip,9,0.7154471544715447,0.88,0.7892376681614349,100
test,segment,0,0.7805695142378559,0.6695402298850575,0.7208043310131477,696
test,segment,1,0.847457627118644,0.9803921568627451,0.9090909090909091,102
test,segment,2,0.7490445859872611,0.8521739130434782,0.7972881355932203,690
test,segment,3,0.6596385542168675,0.8390804597701149,0.7386172006745363,522
test,segment,4,0.5224215246636771,0.7805695142378559,0.6259234385493619,597
test,segment,5,0.6856127886323268,0.5795795795795796,0.628152969894223,666
test,segment,6,0.9583333333333334,0.8117647058823529,0.8789808917197452,85
test,segment,7,0.5701943844492441,0.33976833976833976,0.4258064516129032,777
test,segment,8,0.8684654300168634,0.8554817275747508,0.8619246861924686,602
test,segment,9,0.8869565217391304,0.8742857142857143,0.8805755395683453,700
test,clip,0,0.9,0.81,0.8526315789473684,100
test,clip,1,1.0,1.0,1.0,17
test,clip,2,0.8425925925925926,0.91,0.875,100
test,clip,3,0.719626168224299,0.8953488372093024,0.7979274611398963,86
test,clip,4,0.5578231292517006,0.8913043478260869,0.6861924686192469,92
test,clip,5,0.7209302325581395,0.6458333333333334,0.6813186813186813,96
test,clip,6,1.0,0.8787878787878788,0.9354838709677419,33
test,clip,7,0.6764705882352942,0.38333333333333336,0.48936170212765956,120
test,clip,8,0.9629629629629629,0.9069767441860465,0.9341317365269461,86
test,clip,9,0.9690721649484536,0.94,0.9543147208121827,100
