split,level,class_id,precision,recall,f1,support
validation,segment,0,0.5239923224568138,0.39,0.44717444717444715,700
validation,segment,1,0.5445205479452054,0.9754601226993865,0.6989010989010989,163
validation,segment,2,0.7560975609756098,0.8040345821325648,0.7793296089385475,694
validation,segment,3,0.5805991440798859,0.7523105360443623,0.6553945249597424,541
validation,segment,4,0.6155606407322655,0.817629179331307,0.7023498694516971,658
validation,segment,5,0.5722070844686649,0.2892561983471074,0.38426349496797807,726
validation,segment,6,0.4793388429752066,0.90625,0.6270270270270271,64
validation,segment,7,0.5447058823529412,0.6005188067444877,0.5712523133867983,771
validation,segment,8,0.9110169491525424,0.7799274486094316,0.8403908794788274,827
validation,segment,9,0.6949404761904762,0.6671428571428571,0.6807580174927114,700
validation,clip,0,0.7101449275362319,0.49,0.5798816568047337,100
validation,clip,1,0.6756756756756757,1.0,0.8064516129032258,25
validation,clip,2,0.8348623853211009,0.91,0.8708133971291866,100
validation,clip,3,0.6759259259259259,0.8295454545454546,0.7448979591836735,88
validation,clip,4,0.6592592592592592,0.89,0.7574468085106383,100
validation,clip,5,0.6382978723404256,0.2830188679245283,0.39215686274509803,106
validation,clip,6,0.75,1.0,0.8571428571428571,30
validation,clip,7,0.5633802816901409,0.6837606837606838,0.6177606177606177,117
validation,clip,8,0.9509803921568627,0.8151260504201681,0.8778280542986425,119
validation,clip,9,0.7708333333333334,0.74,0.7551020408163265,100
test,segment,0,0.5111788617886179,0.7216642754662841,0.5984533016061868,697
test,segment,1,0.4052631578947368,0.5422535211267606,0.463855421686747,142
test,segment,2,0.8052980132450331,0.874820143884892,0.8386206896551724,695
test,segment,3,0.8543307086614174,0.9079497907949791,0.8803245436105477,478
test,segment,4,0.7895716945996276,0.8233009708737864,0.8060836501901141,515
test,segment,5,0.5222929936305732,0.4719424460431655,0.4958427815570673,695
test,segment,6,0.7127659574468085,0.9305555555555556,0.8072289156626506,72
test,segment,7,0.66,0.3130081300813008,0.42463235294117646,738
test,segment,8,0.9273356401384083,0.8414442700156985,0.8823045267489712,637
test,segment,9,0.7422818791946308,0.79,0.7653979238754325,700
test,clip,0,0.46835443037974683,0.74,0.5736434108527132,100
test,clip,1,0.6129032258064516,0.6785714285714286,0.6440677966101694,28
test,clip,2,0.9150943396226415,0.97,0.941747572815534,100
test,clip,3,0.9069767441860465,0.9629629629629629,0.9341317365269461,81
test,clip,4,0.8625,0.8414634146341463,0.8518518518518519,82
test,clip,5,0.5113636363636364,0.45,0.4787234042553192,100
test,clip,6,0.9565217391304348,1.0,0.9777777777777777,22
test,clip,7,0.7636363636363637,0.358974358974359,0.4883720930232558,117
test,clip,8,0.9540229885057471,0.9120879120879121,0.9325842696629213,91
test,clip,9,0.794392523364486,0.85,0.821256038647343,100
