epoch,loss,segment_accuracy,val_loss,val_segment_accuracy,validation_clip_macro_f1,improved
1,1.3577744960784912,0.6181243658065796,1.2448627948760986,0.606605052947998,0.6644774045961768,True
2,0.7884229421615601,0.759630024433136,1.134433627128601,0.6274811625480652,0.6714953093935871,True
3,0.6732762455940247,0.7801428437232971,1.117701530456543,0.6242299675941467,0.6717235267883438,False
4,0.6160703897476196,0.7917808294296265,1.1297675371170044,0.6250855326652527,0.682792698674674,True
5,0.5794185400009155,0.8005620241165161,1.150228500366211,0.6271389722824097,0.6892435805723907,True
6,0.5546386241912842,0.806322455406189,1.1743277311325073,0.6271389722824097,0.6847343537976306,False
7,0.532970130443573,0.8126214742660522,1.1870819330215454,0.629363477230072,0.6878540739174576,False
8,0.5180907249450684,0.8173750042915344,1.2102237939834595,0.6269678473472595,0.6933915859641939,True
9,0.5032380819320679,0.8210045695304871,1.2259230613708496,0.6300479173660278,0.6891903675154658,False
10,0.49130865931510925,0.8244702219963074,1.2337487936019897,0.632956862449646,0.6921276761123265,False
11,0.48346295952796936,0.8277953267097473,1.258293628692627,0.6267967224121094,0.6863058544376125,False
12,0.47197410464286804,0.830933153629303,1.263340950012207,0.6343258023262024,0.7038338619319975,True
13,0.4652828872203827,0.8326659798622131,1.2774180173873901,0.6360369324684143,0.7001747061808413,False
14,0.4576857089996338,0.8361784219741821,1.288468599319458,0.6288501024246216,0.6910806877807748,False
15,0.4496240019798279,0.8378176093101501,1.3001233339309692,0.6319301724433899,0.6997796103403371,False
16,0.44483062624931335,0.8381922245025635,1.292631983757019,0.6322724223136902,0.6990773119116326,False
17,0.4391744136810303,0.8408617377281189,1.3061357736587524,0.6315879821777344,0.6958617636602644,False
