split,level,class_id,precision,recall,f1,support
validation,segment,0,0.38209606986899564,0.25,0.3022452504317789,700
validation,segment,1,0.6902654867256637,0.9570552147239264,0.8020565552699229,163
validation,segment,2,0.7223587223587223,0.8472622478386167,0.7798408488063661,694
validation,segment,3,0.5827538247566064,0.7744916820702403,0.665079365079365,541
validation,segment,4,0.5502645502645502,0.790273556231003,0.6487835308796007,658
validation,segment,5,0.6851851851851852,0.45867768595041325,0.5495049504950495,726
validation,segment,6,0.7534246575342466,0.859375,0.8029197080291971,64
validation,segment,7,0.5529753265602322,0.49416342412451364,0.5219178082191781,771
validation,segment,8,0.9365994236311239,0.7859733978234583,0.8547008547008547,827
validation,segment,9,0.6621621621621622,0.7,0.6805555555555556,700
validation,clip,0,0.5,0.32,0.3902439024390244,100
validation,clip,1,0.7352941176470589,1.0,0.847457627118644,25
validation,clip,2,0.8035714285714286,0.9,0.8490566037735849,100
validation,clip,3,0.6293103448275862,0.8295454545454546,0.7156862745098039,88
validation,clip,4,0.5821917808219178,0.85,0.6910569105691057,100
validation,clip,5,0.7692307692307693,0.4716981132075472,0.5847953216374269,106
validation,clip,6,0.967741935483871,1.0,0.9836065573770492,30
validation,clip,7,0.5794392523364486,0.5299145299145299,0.5535714285714286,117
validation,clip,8,0.9595959595959596,0.7983193277310925,0.8715596330275229,119
validation,clip,9,0.7027027027027027,0.78,0.7393364928909952,100
test,segment,0,0.5069370330843116,0.6814921090387375,0.5813953488372093,697
test,segment,1,0.4827586206896552,0.39436619718309857,0.43410852713178294,142
test,segment,2,0.7835820895522388,0.9064748201438849,0.8405603735823882,695
test,segment,3,0.8765432098765432,0.891213389121339,0.8838174273858921,478
test,segment,4,0.6619273301737757,0.8135922330097087,0.7299651567944251,515
test,segment,5,0.6172413793103448,0.5151079136690647,0.5615686274509804,695
test,segment,6,1.0,0.9027777777777778,0.948905109489051,72
test,segment,7,0.5172413793103449,0.24390243902439024,0.3314917127071823,738
test,segment,8,0.9154471544715447,0.8838304552590267,0.8993610223642172,637
test,segment,9,0.7439490445859872,0.8342857142857143,0.7865319865319865,700
test,clip,0,0.48427672955974843,0.77,0.5945945945945946,100
test,clip,1,0.7894736842105263,0.5357142857142857,0.6382978723404256,28
test,clip,2,0.8761061946902655,0.99,0.9295774647887324,100
test,clip,3,0.9506172839506173,0.9506172839506173,0.9506172839506173,81
test,clip,4,0.7764705882352941,0.8048780487804879,0.7904191616766467,82
test,clip,5,0.6493506493506493,0.5,0.5649717514124294,100
test,clip,6,1.0,1.0,1.0,22
test,clip,7,0.6166666666666667,0.3162393162393162,0.4180790960451977,117
test,clip,8,0.9545454545454546,0.9230769230769231,0.9385474860335196,91
test,clip,9,0.7606837606837606,0.89,0.8202764976958525,100
