fold,condition,class_id,class_name,precision,recall,f1,support
4,clean,0,air_conditioner,0.5714285714285714,1.0,0.7272727272727273,20
4,clean,1,car_horn,1.0,0.6,0.75,20
4,clean,2,children_playing,0.6470588235294118,0.55,0.5945945945945946,20
4,clean,3,dog_bark,0.9,0.9,0.9,20
4,clean,4,drilling,0.9285714285714286,0.65,0.7647058823529411,20
4,clean,5,engine_idling,0.9047619047619048,0.95,0.926829268292683,20
4,clean,6,gun_shot,0.7407407407407407,1.0,0.851063829787234,20
4,clean,7,jackhammer,0.47368421052631576,0.45,0.46153846153846156,20
4,clean,8,siren,0.8571428571428571,0.9,0.8780487804878049,20
4,clean,9,street_music,0.8571428571428571,0.6,0.7058823529411765,20
