fold,condition,class_id,class_name,precision,recall,f1,support
4,white_noise_snr_20db,0,air_conditioner,0.43478260869565216,1.0,0.6060606060606061,20
4,white_noise_snr_20db,1,car_horn,1.0,0.5,0.6666666666666666,20
4,white_noise_snr_20db,2,children_playing,0.8666666666666667,0.65,0.7428571428571429,20
4,white_noise_snr_20db,3,dog_bark,0.8947368421052632,0.85,0.8717948717948718,20
4,white_noise_snr_20db,4,drilling,0.8666666666666667,0.65,0.7428571428571429,20
4,white_noise_snr_20db,5,engine_idling,0.8888888888888888,0.8,0.8421052631578947,20
4,white_noise_snr_20db,6,gun_shot,0.7916666666666666,0.95,0.8636363636363636,20
4,white_noise_snr_20db,7,jackhammer,0.2777777777777778,0.25,0.2631578947368421,20
4,white_noise_snr_20db,8,siren,0.782608695652174,0.9,0.8372093023255814,20
4,white_noise_snr_20db,9,street_music,0.8333333333333334,0.5,0.625,20
