fold,condition,class_id,class_name,precision,recall,f1,support
4,white_noise_snr_0db,0,air_conditioner,0.21978021978021978,1.0,0.36036036036036034,20
4,white_noise_snr_0db,1,car_horn,0.3333333333333333,0.05,0.08695652173913043,20
4,white_noise_snr_0db,2,children_playing,0.5,0.45,0.47368421052631576,20
4,white_noise_snr_0db,3,dog_bark,1.0,0.55,0.7096774193548387,20
4,white_noise_snr_0db,4,drilling,0.37254901960784315,0.95,0.5352112676056338,20
4,white_noise_snr_0db,5,engine_idling,1.0,0.8,0.8888888888888888,20
4,white_noise_snr_0db,6,gun_shot,1.0,0.2,0.3333333333333333,20
4,white_noise_snr_0db,7,jackhammer,0.0,0.0,0.0,20
4,white_noise_snr_0db,8,siren,0.8,0.2,0.32,20
4,white_noise_snr_0db,9,street_music,0.0,0.0,0.0,20
