split,level,class_id,precision,recall,f1,support
validation,segment,0,0.6965742251223491,0.61,0.6504188880426505,700
validation,segment,1,0.7517241379310344,0.8134328358208955,0.7813620071684588,134
validation,segment,2,0.7279894875164258,0.8005780346820809,0.7625602202339986,692
validation,segment,3,0.6031007751937985,0.7582846003898636,0.6718480138169257,513
validation,segment,4,0.8934108527131783,0.7399678972712681,0.8094820017559262,623
validation,segment,5,0.865934065934066,0.6175548589341693,0.7209515096065874,638
validation,segment,6,0.8783783783783784,0.9420289855072463,0.9090909090909091,69
validation,segment,7,0.6862980769230769,0.9827882960413081,0.808209483368719,581
validation,segment,8,0.7948113207547169,0.6105072463768116,0.6905737704918032,552
validation,segment,9,0.8005427408412483,0.8428571428571429,0.8211551844119693,700
validation,clip,0,0.7244897959183674,0.71,0.7171717171717171,100
validation,clip,1,0.96,0.8888888888888888,0.9230769230769231,27
validation,clip,2,0.7913043478260869,0.91,0.8465116279069768,100
validation,clip,3,0.6238532110091743,0.8095238095238095,0.7046632124352331,84
validation,clip,4,0.9629629629629629,0.8125,0.8813559322033898,96
validation,clip,5,0.9166666666666666,0.5913978494623656,0.7189542483660131,93
validation,clip,6,1.0,1.0,1.0,27
validation,clip,7,0.7364341085271318,1.0,0.8482142857142857,95
validation,clip,8,0.9152542372881356,0.6506024096385542,0.7605633802816901,83
validation,clip,9,0.8921568627450981,0.91,0.900990099009901,100
test,segment,0,0.64453125,0.4714285714285714,0.5445544554455446,700
test,segment,1,0.9122807017543859,0.8813559322033898,0.896551724137931,59
test,segment,2,0.7581081081081081,0.815406976744186,0.7857142857142857,688
test,segment,3,0.7911392405063291,0.6918819188191881,0.7381889763779528,542
test,segment,4,0.861904761904762,0.6177474402730375,0.7196819085487077,586
test,segment,5,0.7336448598130841,0.7560192616372392,0.7446640316205534,623
test,segment,6,0.8787878787878788,0.6744186046511628,0.7631578947368421,86
test,segment,7,0.6355721393034826,0.9141323792486583,0.7498165810711666,559
test,segment,8,0.9213286713286714,0.9427549194991055,0.9319186560565871,559
test,segment,9,0.7595092024539877,0.8842857142857142,0.8171617161716171,700
test,clip,0,0.6811594202898551,0.47,0.5562130177514792,100
test,clip,1,1.0,0.9285714285714286,0.9629629629629629,14
test,clip,2,0.8317757009345794,0.89,0.8599033816425121,100
test,clip,3,0.8902439024390244,0.7849462365591398,0.8342857142857143,93
test,clip,4,0.9285714285714286,0.6842105263157895,0.7878787878787878,95
test,clip,5,0.723404255319149,0.7640449438202247,0.7431693989071039,89
test,clip,6,1.0,0.8275862068965517,0.9056603773584906,29
test,clip,7,0.646551724137931,0.9146341463414634,0.7575757575757576,82
test,clip,8,0.9518072289156626,0.9634146341463414,0.9575757575757575,82
test,clip,9,0.7619047619047619,0.96,0.8495575221238938,100
