epoch,loss,segment_accuracy,val_loss,val_segment_accuracy,validation_clip_macro_f1,improved
1,0.9407307505607605,0.6965858936309814,0.7847142219543457,0.7316239476203918,0.7800204816145199,True
2,0.5875698328018188,0.7973568439483643,0.7819796204566956,0.7428300380706787,0.781237726238978,True
3,0.5081192255020142,0.8185572624206543,0.7623488903045654,0.7468186020851135,0.7849832292401816,True
4,0.4645896553993225,0.8338840007781982,0.7805546522140503,0.7483381032943726,0.7852848739221923,False
5,0.43522995710372925,0.843451738357544,0.7611395716667175,0.7504273653030396,0.7933192624884279,True
6,0.409372478723526,0.8526294231414795,0.7843296527862549,0.7441595196723938,0.789948285297081,False
7,0.3893934190273285,0.8581589460372925,0.7994848489761353,0.750047504901886,0.7958787039638354,True
8,0.3719657063484192,0.8650881052017212,0.797207772731781,0.7426400780677795,0.7949028809474497,False
9,0.3594588339328766,0.8696310520172119,0.808353066444397,0.7375118732452393,0.7876104219695466,False
10,0.34261584281921387,0.8743116855621338,0.8183014392852783,0.7384615540504456,0.7965596057090801,False
11,0.3302305042743683,0.8775926828384399,0.8115029335021973,0.7384615540504456,0.799187571723666,True
12,0.3166063129901886,0.8837417364120483,0.8365058898925781,0.7306742668151855,0.7855403125874747,False
13,0.3091176450252533,0.8868851065635681,0.8306320905685425,0.7342830300331116,0.7882808265324268,False
14,0.3014298677444458,0.8869310021400452,0.858212947845459,0.7358024716377258,0.7821919612561397,False
15,0.28726208209991455,0.8925982117652893,0.8528658151626587,0.7373219132423401,0.78543737916549,False
16,0.2785540819168091,0.8956268429756165,0.8593963384628296,0.7320038080215454,0.7871035438745471,False
