epoch,loss,segment_accuracy,val_loss,val_segment_accuracy,validation_clip_macro_f1,improved
1,1.342438817024231,0.6206864714622498,1.0668909549713135,0.6776828169822693,0.729862686790121,True
2,0.8031883239746094,0.7537398934364319,0.905344545841217,0.7097815871238708,0.7580314968987951,True
3,0.6886129975318909,0.7731965780258179,0.8312945365905762,0.720417857170105,0.759595392291191,True
4,0.6335656046867371,0.7866189479827881,0.7980377674102783,0.7301044464111328,0.7771599471158193,True
5,0.5987061262130737,0.7954065799713135,0.7855112552642822,0.7306742668151855,0.7794075213370929,True
6,0.5742085576057434,0.8019915819168091,0.7751279473304749,0.7348527908325195,0.7759224731155978,False
7,0.5552777051925659,0.8066951036453247,0.7685297131538391,0.7371320128440857,0.7810537205160296,True
8,0.5384994745254517,0.8122705817222595,0.7612044215202332,0.7394112348556519,0.7840285659911327,True
9,0.5239257216453552,0.8167905807495117,0.7663307785987854,0.7394112348556519,0.7809796082384084,False
10,0.5170678496360779,0.8187867403030396,0.7593593001365662,0.7409306764602661,0.7841399543719837,False
11,0.5025960803031921,0.822595477104187,0.7632238864898682,0.7384615540504456,0.7888219721742271,True
12,0.4930315911769867,0.8251193165779114,0.7573341131210327,0.7407407164573669,0.7873694714634109,False
13,0.48618099093437195,0.8276661038398743,0.7552732229232788,0.7432098984718323,0.786734577003292,False
14,0.4783425033092499,0.8300064206123352,0.764446496963501,0.7405508160591125,0.7837291153291154,False
15,0.4707469940185547,0.831704318523407,0.76033616065979,0.7411206364631653,0.7871932950993247,False
16,0.4656743109226227,0.8341593146324158,0.7586385607719421,0.7424501180648804,0.7884774406551076,False
