fold,condition,class_id,class_name,precision,recall,f1,support
1,clean,0,air_conditioner,1.0,0.5,0.6666666666666666,2
1,clean,1,car_horn,1.0,1.0,1.0,2
1,clean,2,children_playing,0.6666666666666666,1.0,0.8,2
1,clean,3,dog_bark,1.0,1.0,1.0,2
1,clean,4,drilling,1.0,1.0,1.0,2
1,clean,5,engine_idling,0.4,1.0,0.5714285714285714,2
1,clean,6,gun_shot,1.0,1.0,1.0,2
1,clean,7,jackhammer,0.0,0.0,0.0,2
1,clean,8,siren,1.0,0.5,0.6666666666666666,2
1,clean,9,street_music,1.0,1.0,1.0,2
