split,level,class_id,precision,recall,f1,support
validation,segment,0,0.7024029574861368,0.5428571428571428,0.6124093473005641,700
validation,segment,1,0.42567567567567566,0.7974683544303798,0.5550660792951542,79
validation,segment,2,0.6983154670750383,0.6551724137931034,0.676056338028169,696
validation,segment,3,0.8084210526315789,0.7456310679611651,0.7757575757575758,515
validation,segment,4,0.6195524146054181,0.8737541528239202,0.7250172294968987,602
validation,segment,5,0.7969798657718121,0.8289703315881326,0.8126603934987169,573
validation,segment,6,0.40217391304347827,0.9487179487179487,0.5648854961832062,39
validation,segment,7,0.5886524822695035,0.35319148936170214,0.44148936170212766,470
validation,segment,8,0.8547794117647058,0.8393501805054152,0.8469945355191257,554
validation,segment,9,0.7807486631016043,0.8342857142857143,0.8066298342541437,700
validation,clip,0,0.8309859154929577,0.59,0.6900584795321637,100
validation,clip,1,0.6842105263157895,0.8666666666666667,0.7647058823529411,15
validation,clip,2,0.7115384615384616,0.74,0.7254901960784313,100
validation,clip,3,0.935064935064935,0.8470588235294118,0.8888888888888888,85
validation,clip,4,0.636986301369863,0.9393939393939394,0.7591836734693878,99
validation,clip,5,0.8837209302325582,0.8941176470588236,0.8888888888888888,85
validation,clip,6,0.7619047619047619,1.0,0.8648648648648649,16
validation,clip,7,0.6153846153846154,0.32,0.42105263157894735,75
validation,clip,8,0.8705882352941177,0.925,0.896969696969697,80
validation,clip,9,0.8411214953271028,0.9,0.8695652173913043,100
test,segment,0,0.4624542124542125,0.7214285714285714,0.5636160714285714,700
test,segment,1,0.42028985507246375,0.7837837837837838,0.5471698113207547,74
test,segment,2,0.8767550702028081,0.810966810966811,0.8425787106446777,693
test,segment,3,0.9099616858237548,0.8246527777777778,0.8652094717668488,576
test,segment,4,0.7928176795580111,0.8355167394468704,0.813607370659107,687
test,segment,5,0.7486631016042781,0.7650273224043715,0.7567567567567568,732
test,segment,6,0.8954248366013072,0.9513888888888888,0.9225589225589226,144
test,segment,7,0.49295774647887325,0.15486725663716813,0.2356902356902357,452
test,segment,8,0.8690176322418136,0.6804733727810651,0.7632743362831859,507
test,segment,9,0.8531073446327684,0.8628571428571429,0.8579545454545454,700
test,clip,0,0.49333333333333335,0.74,0.592,100
test,clip,1,0.72,0.9,0.8,20
test,clip,2,0.9313725490196079,0.95,0.9405940594059405,100
test,clip,3,0.9882352941176471,0.9230769230769231,0.9545454545454546,91
test,clip,4,0.7796610169491526,0.9292929292929293,0.847926267281106,99
test,clip,5,0.7641509433962265,0.7641509433962265,0.7641509433962265,106
test,clip,6,0.9743589743589743,1.0,0.987012987012987,38
test,clip,7,0.7,0.18421052631578946,0.2916666666666667,76
test,clip,8,0.890625,0.7808219178082192,0.8321167883211679,73
test,clip,9,0.9361702127659575,0.88,0.9072164948453608,100
