fold,condition,class_id,class_name,precision,recall,f1,support
5,white_noise_snr_0db,0,air_conditioner,0.14705882352941177,0.5,0.22727272727272727,20
5,white_noise_snr_0db,1,car_horn,0.5,0.1,0.16666666666666666,20
5,white_noise_snr_0db,2,children_playing,0.4,0.1,0.16,20
5,white_noise_snr_0db,3,dog_bark,0.8333333333333334,0.25,0.38461538461538464,20
5,white_noise_snr_0db,4,drilling,0.2328767123287671,0.85,0.3655913978494624,20
5,white_noise_snr_0db,5,engine_idling,0.0,0.0,0.0,20
5,white_noise_snr_0db,6,gun_shot,1.0,0.5,0.6666666666666666,20
5,white_noise_snr_0db,7,jackhammer,1.0,1.0,1.0,20
5,white_noise_snr_0db,8,siren,1.0,0.7,0.8235294117647058,20
5,white_noise_snr_0db,9,street_music,0.0,0.0,0.0,20
