fold,condition,class_id,class_name,precision,recall,f1,support
5,white_noise_snr_10db,0,air_conditioner,0.23404255319148937,0.55,0.3283582089552239,20
5,white_noise_snr_10db,1,car_horn,1.0,0.45,0.6206896551724138,20
5,white_noise_snr_10db,2,children_playing,0.8333333333333334,0.5,0.625,20
5,white_noise_snr_10db,3,dog_bark,0.9285714285714286,0.65,0.7647058823529411,20
5,white_noise_snr_10db,4,drilling,0.4186046511627907,0.9,0.5714285714285714,20
5,white_noise_snr_10db,5,engine_idling,0.0,0.0,0.0,20
5,white_noise_snr_10db,6,gun_shot,1.0,0.7,0.8235294117647058,20
5,white_noise_snr_10db,7,jackhammer,0.9090909090909091,1.0,0.9523809523809523,20
5,white_noise_snr_10db,8,siren,0.9090909090909091,1.0,0.9523809523809523,20
5,white_noise_snr_10db,9,street_music,1.0,0.45,0.6206896551724138,20
