fold,condition,class_id,class_name,precision,recall,f1,support
5,clean,0,air_conditioner,0.7272727272727273,0.4,0.5161290322580645,20
5,clean,1,car_horn,1.0,0.8,0.8888888888888888,20
5,clean,2,children_playing,0.8571428571428571,0.6,0.7058823529411765,20
5,clean,3,dog_bark,1.0,0.8,0.8888888888888888,20
5,clean,4,drilling,0.6666666666666666,0.9,0.7659574468085106,20
5,clean,5,engine_idling,0.6129032258064516,0.95,0.7450980392156863,20
5,clean,6,gun_shot,1.0,1.0,1.0,20
5,clean,7,jackhammer,0.8695652173913043,1.0,0.9302325581395349,20
5,clean,8,siren,0.9523809523809523,1.0,0.975609756097561,20
5,clean,9,street_music,0.9523809523809523,1.0,0.975609756097561,20
