fold,condition,class_id,class_name,precision,recall,f1,support
5,bandlimit_8khz_roundtrip,0,air_conditioner,0.0,0.0,0.0,20
5,bandlimit_8khz_roundtrip,1,car_horn,1.0,0.8,0.8888888888888888,20
5,bandlimit_8khz_roundtrip,2,children_playing,0.9285714285714286,0.65,0.7647058823529411,20
5,bandlimit_8khz_roundtrip,3,dog_bark,1.0,0.7,0.8235294117647058,20
5,bandlimit_8khz_roundtrip,4,drilling,0.53125,0.85,0.6538461538461539,20
5,bandlimit_8khz_roundtrip,5,engine_idling,1.0,0.9,0.9473684210526315,20
5,bandlimit_8khz_roundtrip,6,gun_shot,1.0,1.0,1.0,20
5,bandlimit_8khz_roundtrip,7,jackhammer,0.43902439024390244,0.9,0.5901639344262295,20
5,bandlimit_8khz_roundtrip,8,siren,0.8695652173913043,1.0,0.9302325581395349,20
5,bandlimit_8khz_roundtrip,9,street_music,0.9473684210526315,0.9,0.9230769230769231,20
