fold,condition,class_id,class_name,precision,recall,f1,support
3,clean,0,air_conditioner,0.9166666666666666,0.55,0.6875,20
3,clean,1,car_horn,1.0,1.0,1.0,20
3,clean,2,children_playing,0.9375,0.75,0.8333333333333334,20
3,clean,3,dog_bark,0.9,0.9,0.9,20
3,clean,4,drilling,0.59375,0.95,0.7307692307692307,20
3,clean,5,engine_idling,0.8888888888888888,0.4,0.5517241379310345,20
3,clean,6,gun_shot,1.0,1.0,1.0,20
3,clean,7,jackhammer,0.6666666666666666,1.0,0.8,20
3,clean,8,siren,0.95,0.95,0.95,20
3,clean,9,street_music,0.8571428571428571,0.9,0.8780487804878049,20
