fold,condition,class_id,class_name,precision,recall,f1,support
3,white_noise_snr_0db,0,air_conditioner,0.15151515151515152,0.25,0.18867924528301888,20
3,white_noise_snr_0db,1,car_horn,0.0,0.0,0.0,20
3,white_noise_snr_0db,2,children_playing,0.47058823529411764,0.4,0.43243243243243246,20
3,white_noise_snr_0db,3,dog_bark,0.6666666666666666,0.8,0.7272727272727273,20
3,white_noise_snr_0db,4,drilling,0.19387755102040816,0.95,0.3220338983050847,20
3,white_noise_snr_0db,5,engine_idling,0.3,0.15,0.2,20
3,white_noise_snr_0db,6,gun_shot,0.9166666666666666,0.55,0.6875,20
3,white_noise_snr_0db,7,jackhammer,0.0,0.0,0.0,20
3,white_noise_snr_0db,8,siren,1.0,0.25,0.4,20
3,white_noise_snr_0db,9,street_music,0.0,0.0,0.0,20
