epoch,loss,segment_accuracy,val_loss,val_segment_accuracy,validation_clip_macro_f1,improved
1,1.3548601865768433,0.6215631365776062,0.9899476170539856,0.7023217082023621,0.7620143063166621,True
2,0.7872804403305054,0.7573256492614746,0.8526955842971802,0.7200663089752197,0.7725766289800746,True
3,0.6694192290306091,0.778898298740387,0.8045143485069275,0.7321724891662598,0.7903255824617141,True
4,0.6088852882385254,0.7926458120346069,0.7856069803237915,0.7371475696563721,0.7920227206209818,True
5,0.5724523663520813,0.7996384501457214,0.776745080947876,0.7431177496910095,0.8049087631950812,True
6,0.545183002948761,0.8062981367111206,0.7791760563850403,0.7406302094459534,0.8106563095297297,True
7,0.5239436626434326,0.8132432699203491,0.7779505252838135,0.7417910695075989,0.815713694087769,True
8,0.5076181292533875,0.8174055814743042,0.7774953246116638,0.7446103096008301,0.8142755614591634,False
9,0.49345090985298157,0.8217581510543823,0.7809740304946899,0.7461028099060059,0.8135406895151578,False
10,0.48148685693740845,0.8254209756851196,0.7802734971046448,0.7447761297225952,0.8180298929484886,True
11,0.47617971897125244,0.8275140523910522,0.7843515276908875,0.744278609752655,0.8165875989181384,False
12,0.4621495008468628,0.8321995735168457,0.7894816994667053,0.7449419498443604,0.80646371575718,False
13,0.4546469449996948,0.8350775241851807,0.7895315885543823,0.7449419498443604,0.8198006307760594,True
14,0.44709187746047974,0.8370040655136108,0.7945303320884705,0.744278609752655,0.8145605202158368,False
15,0.44176846742630005,0.8394538760185242,0.7951066493988037,0.7454394698143005,0.8054156314534608,False
16,0.43540504574775696,0.8404290676116943,0.800288736820221,0.7444444298744202,0.8093002753475016,False
17,0.429310142993927,0.8433070182800293,0.8032596707344055,0.7446103096008301,0.8132911723480681,False
18,0.42279303073883057,0.8446151614189148,0.806014358997345,0.7449419498443604,0.8082782378229538,False
