fold,condition,class_id,class_name,precision,recall,f1,support
6,white_noise_snr_20db,0,air_conditioner,0.6428571428571429,0.9,0.75,20
6,white_noise_snr_20db,1,car_horn,0.7894736842105263,0.9375,0.8571428571428571,16
6,white_noise_snr_20db,2,children_playing,0.8636363636363636,0.95,0.9047619047619048,20
6,white_noise_snr_20db,3,dog_bark,0.9,0.9,0.9,20
6,white_noise_snr_20db,4,drilling,0.72,0.9,0.8,20
6,white_noise_snr_20db,5,engine_idling,0.8333333333333334,1.0,0.9090909090909091,20
6,white_noise_snr_20db,6,gun_shot,1.0,1.0,1.0,20
6,white_noise_snr_20db,7,jackhammer,1.0,0.2,0.3333333333333333,20
6,white_noise_snr_20db,8,siren,1.0,0.95,0.9743589743589743,20
6,white_noise_snr_20db,9,street_music,0.9333333333333333,0.7,0.8,20
