fold,condition,class_id,class_name,precision,recall,f1,support
6,white_noise_snr_0db,0,air_conditioner,0.20253164556962025,0.8,0.32323232323232326,20
6,white_noise_snr_0db,1,car_horn,0.0,0.0,0.0,16
6,white_noise_snr_0db,2,children_playing,0.6538461538461539,0.85,0.7391304347826086,20
6,white_noise_snr_0db,3,dog_bark,1.0,0.55,0.7096774193548387,20
6,white_noise_snr_0db,4,drilling,0.33962264150943394,0.9,0.4931506849315068,20
6,white_noise_snr_0db,5,engine_idling,0.0,0.0,0.0,20
6,white_noise_snr_0db,6,gun_shot,1.0,0.5,0.6666666666666666,20
6,white_noise_snr_0db,7,jackhammer,0.16666666666666666,0.05,0.07692307692307693,20
6,white_noise_snr_0db,8,siren,1.0,0.1,0.18181818181818182,20
6,white_noise_snr_0db,9,street_music,0.0,0.0,0.0,20
