fold,condition,class_id,class_name,precision,recall,f1,support
6,clean,0,air_conditioner,0.7,0.7,0.7,20
6,clean,1,car_horn,0.8823529411764706,0.9375,0.9090909090909091,16
6,clean,2,children_playing,0.8695652173913043,1.0,0.9302325581395349,20
6,clean,3,dog_bark,0.7916666666666666,0.95,0.8636363636363636,20
6,clean,4,drilling,0.7272727272727273,0.8,0.7619047619047619,20
6,clean,5,engine_idling,0.7692307692307693,1.0,0.8695652173913043,20
6,clean,6,gun_shot,1.0,1.0,1.0,20
6,clean,7,jackhammer,0.6,0.15,0.24,20
6,clean,8,siren,1.0,0.9,0.9473684210526315,20
6,clean,9,street_music,0.8095238095238095,0.85,0.8292682926829268,20
