epoch,loss,segment_accuracy,val_loss,val_segment_accuracy,validation_clip_macro_f1,improved
1,1.3691117763519287,0.6139379739761353,1.1415132284164429,0.6301045417785645,0.7063563028660295,True
2,0.8170251846313477,0.7518354654312134,1.033683180809021,0.644900381565094,0.7196086554062993,True
3,0.7025943398475647,0.7734904885292053,0.9874932169914246,0.654172420501709,0.7427009552927112,True
4,0.645920991897583,0.784746527671814,0.9709215760231018,0.6567370295524597,0.7577965273542718,True
5,0.608283281326294,0.7925978899002075,0.9657033681869507,0.6559479236602783,0.7555590749002243,False
6,0.5822316408157349,0.7994997501373291,0.9562942385673523,0.6561452150344849,0.7658761786249023,True
7,0.560416579246521,0.8057993650436401,0.959060549736023,0.654172420501709,0.7656076714011577,False
8,0.5442734956741333,0.8103619813919067,0.9654456973075867,0.6543697118759155,0.7680009193343934,True
9,0.5299037098884583,0.8131412267684937,0.9679471254348755,0.6506214141845703,0.7542942932814859,False
10,0.5189433097839355,0.8165226578712463,0.971146821975708,0.6543697118759155,0.7617147228196888,False
11,0.5079719424247742,0.8196262121200562,0.9807947874069214,0.6520023941993713,0.76205898995703,False
12,0.4974851906299591,0.8224285840988159,0.9921918511390686,0.6523969173431396,0.7654573189535381,False
13,0.48919573426246643,0.824837327003479,0.9972837567329407,0.653186023235321,0.7594246340407849,False
