fold,condition,class_id,class_name,precision,recall,f1,support
8,bandlimit_8khz_roundtrip,0,air_conditioner,0.6,0.45,0.5142857142857142,20
8,bandlimit_8khz_roundtrip,1,car_horn,0.75,0.8,0.7741935483870968,15
8,bandlimit_8khz_roundtrip,2,children_playing,0.7391304347826086,0.85,0.7906976744186046,20
8,bandlimit_8khz_roundtrip,3,dog_bark,1.0,0.75,0.8571428571428571,20
8,bandlimit_8khz_roundtrip,4,drilling,0.76,0.95,0.8444444444444444,20
8,bandlimit_8khz_roundtrip,5,engine_idling,0.5666666666666667,0.85,0.68,20
8,bandlimit_8khz_roundtrip,6,gun_shot,0.8235294117647058,0.875,0.8484848484848485,16
8,bandlimit_8khz_roundtrip,7,jackhammer,0.8,0.6,0.6857142857142857,20
8,bandlimit_8khz_roundtrip,8,siren,0.9473684210526315,0.9,0.9230769230769231,20
8,bandlimit_8khz_roundtrip,9,street_music,0.9375,0.75,0.8333333333333334,20
