fold,condition,class_id,class_name,precision,recall,f1,support
8,white_noise_snr_20db,0,air_conditioner,0.75,0.45,0.5625,20
8,white_noise_snr_20db,1,car_horn,1.0,0.8,0.8888888888888888,15
8,white_noise_snr_20db,2,children_playing,0.6842105263157895,0.65,0.6666666666666666,20
8,white_noise_snr_20db,3,dog_bark,0.6521739130434783,0.75,0.6976744186046512,20
8,white_noise_snr_20db,4,drilling,0.4318181818181818,0.95,0.59375,20
8,white_noise_snr_20db,5,engine_idling,0.6296296296296297,0.85,0.723404255319149,20
8,white_noise_snr_20db,6,gun_shot,1.0,0.875,0.9333333333333333,16
8,white_noise_snr_20db,7,jackhammer,1.0,0.1,0.18181818181818182,20
8,white_noise_snr_20db,8,siren,0.7727272727272727,0.85,0.8095238095238095,20
8,white_noise_snr_20db,9,street_music,1.0,0.8,0.8888888888888888,20
