fold,condition,class_id,class_name,precision,recall,f1,support
8,white_noise_snr_10db,0,air_conditioner,0.39215686274509803,1.0,0.5633802816901409,20
8,white_noise_snr_10db,1,car_horn,1.0,0.6666666666666666,0.8,15
8,white_noise_snr_10db,2,children_playing,0.6666666666666666,0.8,0.7272727272727273,20
8,white_noise_snr_10db,3,dog_bark,0.7894736842105263,0.75,0.7692307692307693,20
8,white_noise_snr_10db,4,drilling,0.36,0.9,0.5142857142857142,20
8,white_noise_snr_10db,5,engine_idling,0.5,0.1,0.16666666666666666,20
8,white_noise_snr_10db,6,gun_shot,0.8571428571428571,0.75,0.8,16
8,white_noise_snr_10db,7,jackhammer,1.0,0.05,0.09523809523809523,20
8,white_noise_snr_10db,8,siren,0.9230769230769231,0.6,0.7272727272727273,20
8,white_noise_snr_10db,9,street_music,1.0,0.25,0.4,20
