split,level,class_id,precision,recall,f1,support
validation,segment,0,0.46100691016781836,0.6700143472022956,0.5461988304093567,697
validation,segment,1,0.3562231759656652,0.5845070422535211,0.44266666666666665,142
validation,segment,2,0.8118421052631579,0.8877697841726618,0.8481099656357388,695
validation,segment,3,0.8847736625514403,0.899581589958159,0.8921161825726142,478
validation,segment,4,0.7420494699646644,0.8155339805825242,0.7770582793709528,515
validation,segment,5,0.5833333333333334,0.5136690647482014,0.5462892119357307,695
validation,segment,6,0.8235294117647058,0.9722222222222222,0.89171974522293,72
validation,segment,7,0.6186186186186187,0.2791327913279133,0.38468720821662,738
validation,segment,8,0.896551724137931,0.8571428571428571,0.8764044943820225,637
validation,segment,9,0.7827380952380952,0.7514285714285714,0.7667638483965015,700
validation,clip,0,0.4382716049382716,0.71,0.5419847328244275,100
validation,clip,1,0.6,0.75,0.6666666666666666,28
validation,clip,2,0.9090909090909091,1.0,0.9523809523809523,100
validation,clip,3,0.9512195121951219,0.9629629629629629,0.9570552147239264,81
validation,clip,4,0.85,0.8292682926829268,0.8395061728395061,82
validation,clip,5,0.5930232558139535,0.51,0.5483870967741935,100
validation,clip,6,1.0,1.0,1.0,22
validation,clip,7,0.7017543859649122,0.3418803418803419,0.45977011494252873,117
validation,clip,8,0.9659090909090909,0.9340659340659341,0.9497206703910615,91
validation,clip,9,0.8383838383838383,0.83,0.8341708542713567,100
test,segment,0,0.7522935779816514,0.7068965517241379,0.7288888888888889,696
test,segment,1,0.5771428571428572,0.9901960784313726,0.7292418772563177,102
test,segment,2,0.7896935933147632,0.8217391304347826,0.8053977272727273,690
test,segment,3,0.7099494097807757,0.8065134099616859,0.7551569506726458,522
test,segment,4,0.4758771929824561,0.7269681742043551,0.5752153744201458,597
test,segment,5,0.7317596566523605,0.512012012012012,0.6024734982332155,666
test,segment,6,0.5736434108527132,0.8705882352941177,0.6915887850467289,85
test,segment,7,0.5831739961759083,0.39253539253539255,0.46923076923076923,777
test,segment,8,0.8275316455696202,0.8687707641196013,0.8476499189627229,602
test,segment,9,0.8976377952755905,0.8142857142857143,0.8539325842696629,700
test,clip,0,0.8617021276595744,0.81,0.8350515463917526,100
test,clip,1,0.85,1.0,0.918918918918919,17
test,clip,2,0.8846153846153846,0.92,0.9019607843137255,100
test,clip,3,0.8041237113402062,0.9069767441860465,0.8524590163934426,86
test,clip,4,0.5310344827586206,0.8369565217391305,0.6497890295358649,92
test,clip,5,0.7971014492753623,0.5729166666666666,0.6666666666666666,96
test,clip,6,0.8611111111111112,0.9393939393939394,0.8985507246376812,33
test,clip,7,0.691358024691358,0.4666666666666667,0.5572139303482587,120
test,clip,8,0.8876404494382022,0.9186046511627907,0.9028571428571428,86
test,clip,9,0.968421052631579,0.92,0.9435897435897436,100
