split,level,class_id,precision,recall,f1,support
validation,segment,0,0.4883720930232558,0.6929698708751794,0.5729537366548043,697
validation,segment,1,0.34854771784232363,0.5915492957746479,0.4386422976501306,142
validation,segment,2,0.8181818181818182,0.8805755395683453,0.8482328482328483,695
validation,segment,3,0.8845360824742268,0.897489539748954,0.8909657320872274,478
validation,segment,4,0.7904411764705882,0.8349514563106796,0.8120868744098206,515
validation,segment,5,0.5537065052950075,0.5266187050359712,0.5398230088495575,695
validation,segment,6,0.75,0.9583333333333334,0.8414634146341463,72
validation,segment,7,0.6859756097560976,0.3048780487804878,0.42213883677298314,738
validation,segment,8,0.9323181049069373,0.8649921507064364,0.8973941368078175,637
validation,segment,9,0.7710144927536232,0.76,0.7654676258992805,700
validation,clip,0,0.45806451612903226,0.71,0.5568627450980392,100
validation,clip,1,0.5263157894736842,0.7142857142857143,0.6060606060606061,28
validation,clip,2,0.9134615384615384,0.95,0.9313725490196079,100
validation,clip,3,0.9397590361445783,0.9629629629629629,0.9512195121951219,81
validation,clip,4,0.8571428571428571,0.8780487804878049,0.8674698795180723,82
validation,clip,5,0.5869565217391305,0.54,0.5625,100
validation,clip,6,1.0,1.0,1.0,22
validation,clip,7,0.75,0.358974358974359,0.48554913294797686,117
validation,clip,8,0.9770114942528736,0.9340659340659341,0.9550561797752809,91
validation,clip,9,0.83,0.83,0.83,100
test,segment,0,0.7422096317280453,0.7528735632183908,0.7475035663338089,696
test,segment,1,0.5604395604395604,1.0,0.7183098591549296,102
test,segment,2,0.8127659574468085,0.8304347826086956,0.821505376344086,690
test,segment,3,0.6912,0.8275862068965517,0.7532693984306887,522
test,segment,4,0.5253623188405797,0.7286432160804021,0.6105263157894737,597
test,segment,5,0.6539855072463768,0.5420420420420421,0.5927750410509032,666
test,segment,6,0.7142857142857143,0.8823529411764706,0.7894736842105263,85
test,segment,7,0.6855983772819473,0.435006435006435,0.5322834645669291,777
test,segment,8,0.8785834738617201,0.8654485049833887,0.8719665271966527,602
test,segment,9,0.9212962962962963,0.8528571428571429,0.8857566765578635,700
test,clip,0,0.82,0.82,0.82,100
test,clip,1,0.9444444444444444,1.0,0.9714285714285714,17
test,clip,2,0.875,0.91,0.8921568627450981,100
test,clip,3,0.7755102040816326,0.8837209302325582,0.8260869565217391,86
test,clip,4,0.5597014925373134,0.8152173913043478,0.6637168141592921,92
test,clip,5,0.7261904761904762,0.6354166666666666,0.6777777777777778,96
test,clip,6,0.9393939393939394,0.9393939393939394,0.9393939393939394,33
test,clip,7,0.7468354430379747,0.49166666666666664,0.592964824120603,120
test,clip,8,0.9512195121951219,0.9069767441860465,0.9285714285714286,86
test,clip,9,0.9591836734693877,0.94,0.9494949494949495,100
