epoch,loss,segment_accuracy,val_loss,val_segment_accuracy,validation_clip_macro_f1,improved
1,1.357803463935852,0.6085080504417419,1.1096501350402832,0.6733097434043884,0.7169525469395615,True
2,0.8024665117263794,0.7482835650444031,0.9470524787902832,0.685230016708374,0.7312181761865332,True
3,0.6919264793395996,0.7675357460975647,0.8906822800636292,0.6932389736175537,0.7386423273413587,True
4,0.6365313529968262,0.7803395986557007,0.872128963470459,0.6941702365875244,0.7434221877551227,True
5,0.6039749979972839,0.7879476547241211,0.8424162864685059,0.6993853449821472,0.7527306127690541,True
6,0.5781117081642151,0.7951382398605347,0.834591805934906,0.7018066644668579,0.7530866099347961,False
7,0.5562400221824646,0.801493763923645,0.8287416100502014,0.7032967209815979,0.7559756240717379,True
8,0.5399468541145325,0.8059936761856079,0.8174295425415039,0.7012479305267334,0.7604925903398979,True
9,0.5262292623519897,0.8101456761360168,0.8176196217536926,0.7066493034362793,0.7619852668454834,True
10,0.5157997012138367,0.8142512440681458,0.8175073862075806,0.7059042453765869,0.7657716957636684,True
11,0.5047694444656372,0.8180088996887207,0.8205082416534424,0.7051592469215393,0.7636439258452573,False
12,0.49487435817718506,0.8210939168930054,0.8138750791549683,0.7057180404663086,0.7675798938734919,True
13,0.4865054786205292,0.8240165114402771,0.8162506222724915,0.7057180404663086,0.7690359810988084,True
14,0.4800877869129181,0.8258257508277893,0.8357073068618774,0.6988266110420227,0.7645976194541853,False
15,0.47216570377349854,0.8282612562179565,0.8247100114822388,0.7027379274368286,0.7699018406567999,False
16,0.46689990162849426,0.830557644367218,0.8254286646842957,0.7029241919517517,0.7678274288092509,False
17,0.46048596501350403,0.8319725394248962,0.8240290284156799,0.7042279839515686,0.7746090604614706,True
18,0.454740971326828,0.8342688679695129,0.8277901411056519,0.701992928981781,0.7704879759630228,False
19,0.4496119022369385,0.8358229994773865,0.8356359004974365,0.7012479305267334,0.7674619822751927,False
20,0.4450417160987854,0.8374234437942505,0.8405032157897949,0.700502872467041,0.7694721127669248,False
21,0.44180020689964294,0.8388151526451111,0.8296070098876953,0.7029241919517517,0.7738384017721315,False
22,0.4378034770488739,0.8410187363624573,0.83933025598526,0.6997578740119934,0.7734806834387336,False
