fold,condition,class_id,class_name,precision,recall,f1,support
9,white_noise_snr_10db,0,air_conditioner,0.5714285714285714,1.0,0.7272727272727273,20
9,white_noise_snr_10db,1,car_horn,1.0,0.5,0.6666666666666666,14
9,white_noise_snr_10db,2,children_playing,0.9375,0.75,0.8333333333333334,20
9,white_noise_snr_10db,3,dog_bark,0.7916666666666666,0.95,0.8636363636363636,20
9,white_noise_snr_10db,4,drilling,0.76,0.95,0.8444444444444444,20
9,white_noise_snr_10db,5,engine_idling,1.0,0.8,0.8888888888888888,20
9,white_noise_snr_10db,6,gun_shot,1.0,0.6,0.75,20
9,white_noise_snr_10db,7,jackhammer,0.9090909090909091,1.0,0.9523809523809523,20
9,white_noise_snr_10db,8,siren,1.0,1.0,1.0,20
9,white_noise_snr_10db,9,street_music,1.0,0.85,0.918918918918919,20
