fold,condition,class_id,class_name,precision,recall,f1,support
9,bandlimit_8khz_roundtrip,0,air_conditioner,1.0,1.0,1.0,20
9,bandlimit_8khz_roundtrip,1,car_horn,1.0,1.0,1.0,14
9,bandlimit_8khz_roundtrip,2,children_playing,0.95,0.95,0.95,20
9,bandlimit_8khz_roundtrip,3,dog_bark,0.9523809523809523,1.0,0.975609756097561,20
9,bandlimit_8khz_roundtrip,4,drilling,1.0,1.0,1.0,20
9,bandlimit_8khz_roundtrip,5,engine_idling,1.0,1.0,1.0,20
9,bandlimit_8khz_roundtrip,6,gun_shot,1.0,0.95,0.9743589743589743,20
9,bandlimit_8khz_roundtrip,7,jackhammer,1.0,1.0,1.0,20
9,bandlimit_8khz_roundtrip,8,siren,1.0,1.0,1.0,20
9,bandlimit_8khz_roundtrip,9,street_music,1.0,1.0,1.0,20
