fold,condition,class_id,class_name,precision,recall,f1,support
9,white_noise_snr_20db,0,air_conditioner,0.6666666666666666,1.0,0.8,20
9,white_noise_snr_20db,1,car_horn,1.0,0.8571428571428571,0.9230769230769231,14
9,white_noise_snr_20db,2,children_playing,0.8947368421052632,0.85,0.8717948717948718,20
9,white_noise_snr_20db,3,dog_bark,0.8695652173913043,1.0,0.9302325581395349,20
9,white_noise_snr_20db,4,drilling,1.0,1.0,1.0,20
9,white_noise_snr_20db,5,engine_idling,1.0,0.95,0.9743589743589743,20
9,white_noise_snr_20db,6,gun_shot,1.0,0.6,0.75,20
9,white_noise_snr_20db,7,jackhammer,1.0,1.0,1.0,20
9,white_noise_snr_20db,8,siren,1.0,1.0,1.0,20
9,white_noise_snr_20db,9,street_music,1.0,0.95,0.9743589743589743,20
