epoch,loss,segment_accuracy,val_loss,val_segment_accuracy,validation_clip_macro_f1,improved
1,0.9467139840126038,0.6898014545440674,0.8084558844566345,0.7227989435195923,0.7852697890756086,True
2,0.5758498311042786,0.7971981763839722,0.8110256791114807,0.7204921245574951,0.7830663830496739,False
3,0.5130019187927246,0.8173751831054688,0.7939938306808472,0.7254902124404907,0.7941178629599301,True
4,0.46241113543510437,0.8301692008972168,0.824262797832489,0.7126105427742004,0.7675184441848627,False
5,0.42776232957839966,0.8430778980255127,0.8258172273635864,0.7179930806159973,0.7689855743021965,False
6,0.409035861492157,0.8505525588989258,0.791892409324646,0.7326028347015381,0.8051932129483449,True
7,0.3909777104854584,0.8553445935249329,0.8147714138031006,0.7233756184577942,0.7952123135054682,False
8,0.3765646815299988,0.8606181740760803,0.8299843668937683,0.7274125218391418,0.7932007656509354,False
9,0.3602488934993744,0.8675425052642822,0.8514600992202759,0.7216455340385437,0.793628653359239,False
10,0.34156569838523865,0.8736414909362793,0.8249933123588562,0.7276047468185425,0.8005443558170562,False
11,0.3310620188713074,0.8765534162521362,0.8024495244026184,0.742214560508728,0.8175069316434932,True
12,0.31797584891319275,0.8820332884788513,0.8578289747238159,0.7191464900970459,0.7909042534916277,False
13,0.30679085850715637,0.8852203488349915,0.8434348106384277,0.7235678434371948,0.7971145690143601,False
14,0.2997089624404907,0.8892557621002197,0.8323025107383728,0.7299115657806396,0.8190422481408162,True
15,0.2890843451023102,0.8916632533073425,0.8381373286247253,0.7312572002410889,0.8072756214610125,False
16,0.27831143140792847,0.8949190378189087,0.8630191683769226,0.7243368029594421,0.7989495581927191,False
17,0.27296191453933716,0.8965469598770142,0.8698714375495911,0.7268358469009399,0.8037409627524422,False
18,0.26608920097351074,0.8998945355415344,0.8974316716194153,0.7231833934783936,0.7911650602701277,False
19,0.25828200578689575,0.9023478627204895,0.890924870967865,0.7226067185401917,0.8023057345537756,False
