fold,condition,class_id,class_name,precision,recall,f1,support
2,white_noise_snr_0db,0,air_conditioner,0.06,0.15,0.08571428571428572,20
2,white_noise_snr_0db,1,car_horn,0.6666666666666666,0.1,0.17391304347826086,20
2,white_noise_snr_0db,2,children_playing,0.40625,0.65,0.5,20
2,white_noise_snr_0db,3,dog_bark,0.6923076923076923,0.45,0.5454545454545454,20
2,white_noise_snr_0db,4,drilling,0.23255813953488372,1.0,0.37735849056603776,20
2,white_noise_snr_0db,5,engine_idling,0.0,0.0,0.0,20
2,white_noise_snr_0db,6,gun_shot,1.0,0.15,0.2608695652173913,20
2,white_noise_snr_0db,7,jackhammer,1.0,0.55,0.7096774193548387,20
2,white_noise_snr_0db,8,siren,0.0,0.0,0.0,20
2,white_noise_snr_0db,9,street_music,0.0,0.0,0.0,20
