fold,condition,class_id,class_name,precision,recall,f1,support
2,bandlimit_8khz_roundtrip,0,air_conditioner,0.875,0.7,0.7777777777777778,20
2,bandlimit_8khz_roundtrip,1,car_horn,0.5416666666666666,0.65,0.5909090909090909,20
2,bandlimit_8khz_roundtrip,2,children_playing,0.8333333333333334,1.0,0.9090909090909091,20
2,bandlimit_8khz_roundtrip,3,dog_bark,1.0,0.75,0.8571428571428571,20
2,bandlimit_8khz_roundtrip,4,drilling,0.9090909090909091,1.0,0.9523809523809523,20
2,bandlimit_8khz_roundtrip,5,engine_idling,0.9090909090909091,1.0,0.9523809523809523,20
2,bandlimit_8khz_roundtrip,6,gun_shot,1.0,1.0,1.0,20
2,bandlimit_8khz_roundtrip,7,jackhammer,1.0,0.6,0.75,20
2,bandlimit_8khz_roundtrip,8,siren,0.9,0.9,0.9,20
2,bandlimit_8khz_roundtrip,9,street_music,0.68,0.85,0.7555555555555555,20
