fold,condition,class_id,class_name,precision,recall,f1,support
2,white_noise_snr_20db,0,air_conditioner,0.5882352941176471,1.0,0.7407407407407407,20
2,white_noise_snr_20db,1,car_horn,0.6842105263157895,0.65,0.6666666666666666,20
2,white_noise_snr_20db,2,children_playing,0.8636363636363636,0.95,0.9047619047619048,20
2,white_noise_snr_20db,3,dog_bark,1.0,0.85,0.918918918918919,20
2,white_noise_snr_20db,4,drilling,0.9090909090909091,1.0,0.9523809523809523,20
2,white_noise_snr_20db,5,engine_idling,0.8333333333333334,1.0,0.9090909090909091,20
2,white_noise_snr_20db,6,gun_shot,1.0,0.45,0.6206896551724138,20
2,white_noise_snr_20db,7,jackhammer,1.0,0.65,0.7878787878787878,20
2,white_noise_snr_20db,8,siren,0.9,0.9,0.9,20
2,white_noise_snr_20db,9,street_music,0.85,0.85,0.85,20
