fold,condition,class_id,class_name,precision,recall,f1,support
2,white_noise_snr_10db,0,air_conditioner,0.36,0.9,0.5142857142857142,20
2,white_noise_snr_10db,1,car_horn,0.5,0.25,0.3333333333333333,20
2,white_noise_snr_10db,2,children_playing,0.6551724137931034,0.95,0.7755102040816326,20
2,white_noise_snr_10db,3,dog_bark,1.0,0.75,0.8571428571428571,20
2,white_noise_snr_10db,4,drilling,0.6896551724137931,1.0,0.8163265306122449,20
2,white_noise_snr_10db,5,engine_idling,0.8571428571428571,0.9,0.8780487804878049,20
2,white_noise_snr_10db,6,gun_shot,1.0,0.2,0.3333333333333333,20
2,white_noise_snr_10db,7,jackhammer,1.0,0.55,0.7096774193548387,20
2,white_noise_snr_10db,8,siren,0.75,0.6,0.6666666666666666,20
2,white_noise_snr_10db,9,street_music,0.8666666666666667,0.65,0.7428571428571429,20
